,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,Price_Class,Age_Converted
361,11500,35.0,24011,Petrol,97,0.0,0,1400,3,1025,Medium,2.9
362,11950,41.0,24000,Petrol,97,1.0,0,1400,3,1025,Medium,3.4
363,13450,40.0,23616,Petrol,110,1.0,0,1600,5,1075,High,3.3
364,12900,38.0,22865,Petrol,110,1.0,0,1600,5,1075,High,3.2
365,10500,41.0,22780,Petrol,86,,0,1300,5,1035,Medium,3.4
366,10950,35.0,21904,Petrol,97,0.0,0,1400,3,1025,Medium,2.9
367,11950,41.0,21651,Petrol,97,0.0,0,1400,3,1025,Medium,3.4
368,11450,37.0,21500,Petrol,110,1.0,0,1600,5,1030,Medium,3.1
369,13250,44.0,21027,Petrol,110,1.0,0,1600,5,1080,High,3.7
370,10250,39.0,18500,Petrol,110,0.0,0,1600,4,1030,Medium,3.2
371,13995,35.0,18000,Petrol,110,1.0,0,1600,5,1075,High,2.9
372,11950,40.0,17051,,97,0.0,0,1400,5,1060,Medium,3.3
373,13250,33.0,16512,Petrol,97,1.0,0,1400,5,1085,High,2.8
374,12950,40.0,16325,Petrol,110,1.0,0,1600,5,1080,High,3.3
375,11750,38.0,16000,Petrol,97,1.0,0,1400,5,1060,Medium,3.2
376,11500,39.0,12000,Petrol,110,1.0,0,1600,5,1075,Medium,3.2
377,13500,43.0,10000,Petrol,97,1.0,0,1400,5,1060,High,3.6
378,6500,53.0,216000,Diesel,69,0.0,0,1900,3,1110,Low,4.4
379,6400,51.0,198167,Diesel,69,0.0,0,1900,4,1095,Low,4.2
380,7000,53.0,176000,Diesel,69,0.0,0,1900,3,1105,Low,4.4
381,7750,54.0,174139,Diesel,72,1.0,0,2000,4,1100,Low,4.5
382,8900,45.0,174000,Diesel,69,,0,1900,5,1095,Medium,3.8
383,8500,55.0,150000,CNG,110,1.0,0,1600,3,1075,Medium,4.6
384,8950,54.0,149329,Diesel,72,1.0,0,2000,5,1135,Medium,4.5
385,9900,51.0,146736,Petrol,110,1.0,0,1600,5,1080,Medium,4.2
386,10250,53.0,143513,Diesel,69,0.0,0,1900,5,1140,Medium,4.4
387,9250,48.0,142130,CNG,110,0.0,0,1600,5,1119,Medium,4.0
388,7750,48.0,140700,Diesel,69,1.0,0,1900,5,1110,Low,4.0
389,9450,,138394,Diesel,69,1.0,0,1900,4,1095,Medium,
390,7750,55.0,137000,Diesel,72,,0,2000,5,1135,Low,4.6
391,8250,52.0,135258,Diesel,69,1.0,0,1900,5,1140,Low,4.3
392,9950,49.0,131364,Petrol,110,1.0,0,1600,5,1075,Medium,4.1
393,4450,56.0,129155,Diesel,69,0.0,0,1800,5,1110,Low,4.7
394,9950,50.0,126110,Petrol,110,0.0,0,1600,3,1055,Medium,4.2
395,9000,48.0,119742,,110,1.0,0,1600,5,1080,Medium,4.0
396,9950,53.0,117913,Diesel,69,1.0,0,1900,5,1110,Medium,4.4
397,12450,47.0,117430,Diesel,90,,0,2000,3,1165,High,3.9
398,10500,55.0,??,Petrol,110,1.0,0,1600,4,1035,Medium,4.6
399,10750,54.0,115558,Petrol,110,1.0,0,1600,4,1035,Medium,4.5
400,8950,53.0,115113,Petrol,97,1.0,0,1400,3,1025,Medium,4.4
401,10500,54.0,115046,Diesel,69,1.0,0,1900,5,1140,Medium,4.5
402,5150,56.0,113997,Diesel,72,1.0,0,2000,5,1135,Low,4.7
403,10950,49.0,107859,Petrol,97,0.0,0,1400,5,1060,Medium,4.1
404,9450,,104805,Petrol,97,1.0,0,1400,3,1025,Medium,
405,9950,54.0,103454,Petrol,110,1.0,0,1600,5,1075,Medium,4.5
406,10950,51.0,103018,,69,0.0,0,1900,5,1140,Medium,4.2
407,11900,47.0,102352,,110,1.0,0,1600,5,1080,Medium,3.9
408,9950,50.0,102030,Petrol,97,1.0,0,1400,5,1060,Medium,4.2
409,11950,54.0,101352,Petrol,110,0.0,0,1600,5,1080,Medium,4.5
410,7900,50.0,99865,Petrol,110,1.0,0,1600,4,1035,Low,4.2
411,10950,52.0,99323,Petrol,110,,0,1600,3,1055,Medium,4.3
412,8950,48.0,98100,,69,1.0,0,1900,5,1140,Medium,4.0
413,11950,51.0,98040,Petrol,110,0.0,0,1600,5,1080,Medium,4.2
414,10900,49.0,97600,Petrol,110,1.0,0,1600,3,1045,Medium,4.1
415,9950,55.0,97234,Petrol,110,0.0,0,1600,5,1080,Medium,4.6
416,9950,51.0,96135,Diesel,72,0.0,0,2000,3,1115,Medium,4.2
417,10950,54.0,96100,Petrol,110,1.0,0,1600,5,1080,Medium,4.5
418,8950,55.0,94401,Diesel,72,0.0,0,2000,3,1115,Medium,4.6
419,8950,55.0,94122,Petrol,86,1.0,0,1300,3,1015,Medium,4.6
420,10500,49.0,91340,,110,1.0,0,1600,3,1055,Medium,4.1
421,8950,53.0,90200,Petrol,97,0.0,0,1400,3,1025,Medium,4.4
422,9250,53.0,90097,Diesel,69,1.0,0,1900,5,1140,Medium,4.4
423,11500,48.0,89049,Petrol,97,1.0,0,1400,5,1060,Medium,4.0
424,9750,52.0,89000,Petrol,110,0.0,0,1600,5,1075,Medium,4.3
425,9950,45.0,87274,Petrol,110,1.0,0,1600,3,1040,Medium,3.8
426,11450,49.0,86221,Petrol,110,0.0,0,1600,3,1045,Medium,4.1
427,12500,54.0,84598,Petrol,110,0.0,0,1600,5,1075,High,4.5
428,10500,50.0,83567,Petrol,110,0.0,0,1600,5,1075,Medium,4.2
429,12950,50.0,83106,,110,1.0,0,1600,5,1075,High,4.2
430,12200,50.0,82805,Petrol,110,1.0,0,1600,3,1040,High,4.2
431,10950,50.0,82735,Petrol,97,1.0,0,1400,3,1030,Medium,4.2
432,10950,54.0,81905,Petrol,110,1.0,0,1600,5,1105,Medium,4.5
433,11290,49.0,80320,Petrol,110,1.0,1,1600,3,1070,Medium,4.1
434,10750,49.0,80090,Petrol,97,1.0,0,1400,3,1030,Medium,4.1
435,10895,53.0,79800,Petrol,110,0.0,0,1600,5,1075,Medium,4.4
436,11500,47.0,78785,CNG,110,1.0,0,1600,5,1119,Medium,3.9
437,9750,48.0,78600,Petrol,110,1.0,0,1600,5,1075,Medium,4.0
438,10250,55.0,77780,Petrol,110,,0,1600,3,1040,Medium,4.6
439,12500,49.0,77648,Petrol,110,0.0,0,1600,4,1030,High,4.1
440,11950,54.0,77270,,110,1.0,0,1600,4,1035,Medium,4.5
441,10750,50.0,76167,Petrol,97,1.0,0,1400,5,1060,Medium,4.2
442,11450,46.0,75249,Petrol,110,1.0,0,1600,4,1035,Medium,3.8
443,11950,54.0,75231,Petrol,110,1.0,0,1600,5,1080,Medium,4.5
444,11750,48.0,75045,Petrol,110,1.0,0,1600,3,1055,Medium,4.0
445,10950,50.0,74849,Petrol,110,1.0,1,1600,4,1060,Medium,4.2
446,11950,55.0,74715,Petrol,110,1.0,0,1600,5,1080,Medium,4.6
447,10995,49.0,74656,Diesel,69,0.0,0,1900,3,1105,Medium,4.1
448,11450,56.0,74500,Petrol,97,0.0,0,1400,3,1025,Medium,4.7
449,8900,49.0,74494,Petrol,110,1.0,0,1600,5,1075,Medium,4.1
450,10500,50.0,73634,Petrol,110,0.0,0,1587,5,1075,Medium,4.2
451,11750,47.0,73403,Petrol,110,1.0,0,1600,5,1075,Medium,3.9
452,11450,49.0,73175,Petrol,97,1.0,0,1400,3,1030,Medium,4.1
453,12000,,73000,Petrol,110,0.0,0,1600,3,1055,High,
454,11950,50.0,72242,Petrol,110,,1,1600,3,1070,Medium,4.2
455,9850,53.0,72000,Petrol,97,1.0,0,1400,3,1025,Medium,4.4
456,10950,,71725,Petrol,110,1.0,0,1600,4,1035,Medium,
457,10950,,71276,Petrol,110,0.0,0,1600,5,1080,Medium,
458,8695,,70440,Diesel,69,1.0,0,1900,3,1105,Medium,
459,10990,53.0,70239,Petrol,110,0.0,0,1600,3,1040,Medium,4.4
460,9500,55.0,69813,Petrol,97,1.0,0,1400,3,1025,Medium,4.6
461,11950,49.0,69659,Petrol,86,0.0,0,1300,3,1025,Medium,4.1
462,10750,46.0,69574,Petrol,97,0.0,0,1400,5,1065,Medium,3.8
463,8750,47.0,69000,Diesel,69,1.0,0,1900,5,1140,Medium,3.9
464,8750,49.0,68565,Petrol,110,,0,1600,4,1030,Medium,4.1
465,11450,,68520,Diesel,72,1.0,0,2000,3,1115,Medium,
466,9950,46.0,68414,Petrol,97,0.0,0,1400,3,1025,Medium,3.8
467,11950,56.0,66777,Petrol,110,0.0,0,1600,5,1090,Medium,4.7
468,13950,52.0,66527,Petrol,110,1.0,0,1600,5,1080,High,4.3
469,11250,54.0,66063,Petrol,110,1.0,0,1600,5,1090,Medium,4.5
470,10900,50.0,65471,Petrol,97,1.0,0,1400,5,1060,Medium,4.2
471,9750,56.0,65400,Petrol,97,1.0,0,1400,3,1025,Medium,4.7
472,9950,52.0,65170,Petrol,97,1.0,0,1400,3,1025,Medium,4.3
473,11950,56.0,65000,Petrol,110,1.0,0,1600,5,1075,Medium,4.7
474,10450,48.0,64193,Petrol,110,,0,1600,3,1040,Medium,4.0
475,8950,54.0,64000,Petrol,97,1.0,0,1400,3,1025,Medium,4.5
476,10250,54.0,63792,Petrol,110,1.0,0,1600,5,1075,Medium,4.5
477,9930,53.0,63635,Petrol,110,1.0,0,1600,4,1035,Medium,4.4
478,10500,54.0,63135,Petrol,110,1.0,0,1600,3,1050,Medium,4.5
479,11950,54.0,63123,Petrol,110,1.0,0,1600,4,1035,Medium,4.5
480,11500,,63000,Diesel,69,1.0,0,1900,5,1140,Medium,
481,11500,,63000,Petrol,110,0.0,0,1600,4,1035,Medium,
482,11450,54.0,62987,Petrol,110,0.0,0,1600,5,1080,Medium,4.5
483,9900,56.0,62751,Petrol,110,0.0,0,1600,3,1050,Medium,4.7
484,9500,54.0,62519,Petrol,97,0.0,0,1400,3,1025,Medium,4.5
485,10500,50.0,62280,Petrol,97,,0,1400,5,1060,Medium,4.2
486,10750,50.0,61672,Petrol,110,,0,1600,5,1075,Medium,4.2
487,8950,54.0,61000,Diesel,69,0.0,0,2000,5,1140,Medium,4.5
488,12000,56.0,61000,Petrol,110,1.0,0,1600,3,1050,High,4.7
489,9940,53.0,60558,Petrol,110,1.0,0,1600,4,1105,Medium,4.4
490,10950,47.0,60348,Petrol,110,0.0,0,1600,4,1030,Medium,3.9
491,10750,54.0,??,Petrol,110,1.0,0,1600,5,1075,Medium,4.5
492,9799,51.0,59000,Petrol,97,1.0,0,1400,3,1025,Medium,4.2
493,11750,51.0,58761,Petrol,97,0.0,0,1300,5,1060,Medium,4.2
494,11950,54.0,58745,,110,1.0,0,1600,4,1035,Medium,4.5
495,11250,52.0,58596,Petrol,110,1.0,0,1600,3,1045,Medium,4.3
496,11750,54.0,58530,Petrol,110,0.0,0,1600,5,1075,Medium,4.5
497,10950,55.0,58377,Petrol,110,1.0,0,1600,3,1050,Medium,4.6
498,11250,56.0,58142,Petrol,110,1.0,0,1600,5,1080,Medium,4.7
499,9950,53.0,57948,Petrol,97,1.0,0,1400,3,1025,Medium,4.4
500,9700,51.0,57645,Petrol,110,0.0,0,1600,5,1080,Medium,4.2
501,11950,47.0,57500,Petrol,110,1.0,0,1600,4,1105,Medium,3.9
502,9900,53.0,57475,Petrol,110,0.0,0,1600,3,1040,Medium,4.4
503,9990,,56743,Petrol,110,0.0,0,1600,3,1045,Medium,
504,9475,48.0,56675,Petrol,97,1.0,0,1400,3,1025,Medium,4.0
505,11500,54.0,55877,Petrol,110,1.0,0,1600,5,1075,Medium,4.5
506,11950,53.0,55500,Petrol,110,1.0,0,1600,4,1035,Medium,4.4
507,11500,55.0,54900,Petrol,97,1.0,0,1400,5,1060,Medium,4.6
508,10500,50.0,54465,Petrol,110,0.0,0,1600,5,1075,Medium,4.2
509,10900,46.0,53700,Petrol,97,1.0,0,1400,5,1060,Medium,3.8
510,11700,52.0,53561,Petrol,97,1.0,0,1400,5,1060,Medium,4.3
511,11900,51.0,53408,Petrol,110,1.0,0,1600,5,1080,Medium,4.2
512,13950,51.0,53268,Petrol,110,,0,1600,5,1080,High,4.2
513,10950,49.0,53116,Petrol,97,1.0,0,1400,3,1025,Medium,4.1
514,10500,56.0,52448,Petrol,97,0.0,0,1400,3,1025,Medium,4.7
515,10750,55.0,52149,Petrol,97,1.0,0,1400,3,1085,Medium,4.6
516,11950,55.0,52141,Petrol,110,1.0,0,1600,5,1070,Medium,4.6
517,10000,56.0,52000,Petrol,97,0.0,0,1400,3,1025,Medium,4.7
518,10495,48.0,50967,Petrol,97,1.0,0,1400,5,1060,Medium,4.0
519,11450,50.0,50400,Petrol,110,0.0,0,1600,5,1080,Medium,4.2
520,9400,54.0,50000,Petrol,97,1.0,0,1400,3,1025,Medium,4.5
521,11950,51.0,50000,Petrol,86,1.0,0,1300,5,1045,Medium,4.2
522,9650,53.0,49969,Petrol,110,0.0,0,1600,5,1075,Medium,4.4
523,18950,49.0,49568,Petrol,110,1.0,0,1600,3,1105,High,4.1
524,11450,51.0,49473,Petrol,110,0.0,0,1600,3,1055,Medium,4.2
525,10250,52.0,49432,Petrol,110,1.0,0,1600,3,1050,Medium,4.3
526,11450,,49417,Petrol,110,1.0,0,1600,3,1045,Medium,
527,9950,54.0,49366,Petrol,97,1.0,0,1400,3,1025,Medium,4.5
528,10500,56.0,48731,Petrol,110,1.0,0,1600,3,1055,Medium,4.7
529,13750,,48370,Petrol,110,1.0,0,1600,5,1080,High,
530,9950,48.0,48071,Petrol,97,0.0,0,1400,3,1025,Medium,4.0
531,10250,54.0,47852,,110,1.0,0,1600,4,1030,Medium,4.5
532,10850,54.0,47768,Petrol,110,,0,1600,3,1055,Medium,4.5
533,11895,52.0,47689,Petrol,110,0.0,0,1600,5,1075,Medium,4.3
534,12950,53.0,47451,Petrol,110,1.0,0,1600,3,1055,High,4.4
535,11950,50.0,47219,Petrol,110,1.0,0,1600,5,1080,Medium,4.2
536,10750,56.0,47211,Petrol,110,1.0,0,1600,5,1070,Medium,4.7
537,9550,54.0,46856,Petrol,97,0.0,0,1400,5,1060,Medium,4.5
538,10950,56.0,46500,Petrol,86,0.0,0,1300,5,1035,Medium,4.7
539,11750,,46449,Petrol,110,1.0,0,1600,4,1035,Medium,
540,10950,47.0,46391,Petrol,110,0.0,0,1600,5,1075,Medium,3.9
541,12450,54.0,46230,Petrol,110,1.0,0,1600,3,1055,High,4.5
542,10500,52.0,46029,Petrol,110,1.0,0,1600,4,1030,Medium,4.3
543,10900,50.0,46000,Petrol,97,0.0,0,1400,3,1025,Medium,4.2
544,12950,50.0,45900,Petrol,110,1.0,0,1600,5,1075,High,4.2
545,10950,47.0,45850,Petrol,97,0.0,0,1400,5,1060,Medium,3.9
546,12500,56.0,45336,Petrol,110,1.0,0,1600,5,1080,High,4.7
547,9950,55.0,44537,,97,0.0,0,1400,3,1025,Medium,4.6
548,10750,56.0,43700,,86,,0,1300,3,1025,Medium,4.7
549,12500,48.0,43120,Petrol,97,1.0,0,1400,3,1030,High,4.0
550,10450,49.0,41710,Petrol,110,0.0,0,1600,3,1040,Medium,4.1
551,10750,52.0,41700,Petrol,97,1.0,0,1400,3,1025,Medium,4.3
552,12950,49.0,41636,Petrol,110,1.0,0,1600,5,1105,High,4.1
553,10995,,41273,Petrol,97,0.0,0,1400,5,1060,Medium,
554,11950,49.0,40836,Petrol,110,,1,1600,3,1075,Medium,4.1
555,11250,50.0,40400,Petrol,97,1.0,0,1400,5,1060,Medium,4.2
556,11950,47.0,40361,Petrol,110,1.0,0,1600,5,1090,Medium,3.9
557,13750,54.0,40325,,86,0.0,0,1300,5,1045,High,4.5
558,11000,47.0,40000,Petrol,110,0.0,0,1600,5,1080,Medium,3.9
559,13500,50.0,39706,Petrol,110,1.0,0,1600,5,1080,High,4.2
560,10950,54.0,39291,Petrol,110,1.0,0,1600,3,1040,Medium,4.5
561,10750,54.0,39000,Petrol,97,0.0,0,1400,3,1025,Medium,4.5
562,8950,47.0,38900,Petrol,97,1.0,0,1400,3,1025,Medium,3.9
563,12950,51.0,38403,Petrol,110,0.0,0,1600,3,1055,High,4.2
564,9750,56.0,37461,Petrol,97,0.0,0,1400,3,1025,Medium,4.7
565,10900,54.0,37000,,97,1.0,0,1400,3,1025,Medium,4.5
566,10995,55.0,36406,Petrol,110,1.0,0,1600,4,1035,Medium,4.6
567,10750,48.0,36005,Petrol,97,1.0,0,1400,5,1065,Medium,4.0
568,10950,52.0,36000,Petrol,110,1.0,0,1600,5,1075,Medium,4.3
569,13000,,36000,Petrol,110,0.0,0,1600,5,1080,High,
570,12950,45.0,36000,Petrol,110,1.0,1,1600,3,1070,High,3.8
571,11500,52.0,35823,Petrol,110,0.0,0,1600,5,1075,Medium,4.3
572,10950,,35230,Petrol,97,0.0,0,1400,3,1025,Medium,
573,11710,48.0,35142,Petrol,110,0.0,0,1600,3,1055,Medium,4.0
574,9980,49.0,34890,Petrol,97,,0,1400,3,1025,Medium,4.1
575,12250,51.0,34882,Petrol,110,1.0,0,1600,5,1075,High,4.2
576,11500,46.0,34000,Petrol,110,1.0,0,1600,5,1075,Medium,3.8
577,11950,56.0,33998,Petrol,110,0.0,0,1600,5,1080,Medium,4.7
578,11500,55.0,33230,Petrol,110,0.0,0,1600,3,1050,Medium,4.6
579,11900,46.0,33021,,110,1.0,0,1600,5,1080,Medium,3.8
580,11930,49.0,31999,Petrol,97,0.0,0,1400,3,1030,Medium,4.1
581,10500,,31579,Petrol,97,0.0,0,1400,3,1025,Medium,
582,8950,56.0,31000,Petrol,97,0.0,0,1400,3,1025,Medium,4.7
583,10450,46.0,30806,Petrol,97,1.0,0,1400,5,1060,Medium,3.8
584,10500,55.0,30461,Petrol,86,1.0,0,1300,5,1050,Medium,4.6
585,12950,50.0,29686,Petrol,110,1.0,1,1600,3,1075,High,4.2
586,9950,,29650,Petrol,86,,0,1300,3,1025,Medium,
587,12900,52.0,29500,Petrol,110,1.0,0,1600,3,1055,High,4.3
588,9950,48.0,28656,Petrol,97,0.0,0,1400,3,1085,Medium,4.0
589,9950,55.0,27500,Petrol,97,1.0,0,1400,3,1025,Medium,4.6
590,10950,48.0,26938,Petrol,110,1.0,0,1600,3,1040,Medium,4.0
591,10950,53.0,26624,Petrol,97,0.0,0,1400,5,1060,Medium,4.4
592,9950,47.0,26221,Petrol,97,1.0,0,1400,3,1025,Medium,3.9
593,10950,50.0,22648,Petrol,97,1.0,0,1400,5,1060,Medium,4.2
594,10800,50.0,22500,Petrol,97,,0,1400,3,1025,Medium,4.2
595,10500,56.0,19313,Petrol,97,0.0,0,1400,3,1025,Medium,4.7
596,10450,50.0,17619,,110,,0,1600,4,1030,Medium,4.2
597,10600,51.0,17069,Petrol,97,,0,1400,3,1025,Medium,4.2
598,10450,48.0,15000,Petrol,97,1.0,0,1400,3,1025,Medium,4.0
599,12950,50.0,10210,Petrol,97,0.0,0,1400,5,1065,High,4.2
600,11250,47.0,5309,Petrol,110,,1,1600,3,1070,Medium,3.9
601,7500,50.0,1,Diesel,90,1.0,0,2000,3,1260,Low,4.2
602,8950,52.0,31000,,97,,0,1398,3,1025,Medium,4.3
603,6950,58.0,205000,Diesel,72,1.0,0,2000,4,1100,Low,4.8
604,7900,68.0,204250,Diesel,72,,0,2000,3,1115,Low,5.7
605,5950,68.0,194545,Petrol,86,0.0,0,1300,4,1000,Low,5.7
606,7500,59.0,190900,Diesel,72,1.0,0,2000,3,1115,Low,4.9
607,7500,62.0,183500,Diesel,72,1.0,0,2000,5,1140,Low,5.2
608,6900,65.0,176184,Diesel,72,1.0,0,2000,3,1115,Low,5.4
609,5751,67.0,174833,Diesel,72,0.0,0,2000,4,1100,Low,5.6
610,6950,68.0,155720,Petrol,86,,0,1300,3,1015,Low,5.7
611,7950,67.0,155500,,110,1.0,0,1600,5,1050,Low,5.6
612,7750,59.0,154783,Diesel,72,1.0,0,2000,3,1120,Low,4.9
613,7950,64.0,154462,Diesel,72,1.0,0,2000,5,1135,Low,5.3
614,8250,64.0,150585,Petrol,110,1.0,0,1600,3,1065,Low,5.3
615,6250,67.0,149000,Diesel,90,1.0,0,2000,5,1135,Low,5.6
616,9500,62.0,147636,,72,,0,2000,5,1135,Medium,5.2
617,6900,59.0,144521,Diesel,72,1.0,0,2000,5,1135,Low,4.9
618,8450,64.0,144000,,110,1.0,0,1600,3,1065,Low,5.3
619,7350,65.0,140168,Diesel,72,1.0,0,2000,3,1115,Low,5.4
620,8950,68.0,140000,Petrol,110,1.0,0,1600,5,1085,Medium,5.7
621,6900,60.0,139800,Diesel,72,0.0,0,2000,3,1115,Low,5.0
622,8950,59.0,137050,CNG,110,1.0,0,1600,3,1078,Medium,4.9
623,8750,61.0,136956,Petrol,110,0.0,0,1600,3,1065,Medium,5.1
624,7950,67.0,135337,CNG,110,1.0,0,1600,5,1120,Low,5.6
625,8950,64.0,133769,Diesel,72,1.0,0,2000,3,1120,Medium,5.3
626,8950,58.0,133405,Diesel,72,1.0,0,2000,5,1135,Medium,4.8
627,8950,65.0,132807,Diesel,72,1.0,0,2000,5,1135,Medium,5.4
628,7950,64.0,132393,Diesel,72,0.0,0,2000,5,1135,Low,5.3
629,7750,60.0,130270,Petrol,110,0.0,0,1600,3,1050,Low,5.0
630,7500,59.0,130000,Diesel,72,1.0,0,2000,4,1135,Low,4.9
631,8950,67.0,127000,Diesel,????,1.0,0,2000,5,1135,Medium,5.6
632,9800,67.0,126800,Diesel,72,0.0,0,2000,5,1135,Medium,5.6
633,9450,66.0,126452,Petrol,110,1.0,0,1600,5,1085,Medium,5.5
634,8950,62.0,125175,Diesel,116,0.0,0,2000,5,1150,Medium,5.2
635,8750,68.0,125000,Diesel,72,1.0,0,2000,3,1115,Medium,5.7
636,10500,61.0,123000,Diesel,72,0.0,0,2000,5,1135,Medium,5.1
637,7995,59.0,121626,Petrol,86,0.0,0,1300,5,1050,Low,4.9
638,10450,64.0,120400,,????,0.0,0,1600,5,1090,Medium,5.3
639,9950,66.0,120000,Diesel,72,0.0,0,2000,4,1100,Medium,5.5
640,9950,68.0,119541,Petrol,110,0.0,0,1600,3,1055,Medium,5.7
641,8950,68.0,119500,Petrol,110,,0,1600,5,1070,Medium,5.7
642,7950,68.0,119289,Petrol,110,1.0,0,1600,4,1035,Low,5.7
643,10950,57.0,118833,Petrol,110,0.0,0,1600,3,1065,Medium,4.8
644,9950,64.0,118000,Diesel,72,1.0,0,2000,5,1150,Medium,5.3
645,8600,68.0,117955,Petrol,110,1.0,1,1600,4,1065,Medium,5.7
646,7250,65.0,117609,Petrol,86,0.0,0,1300,3,1015,Low,5.4
647,6950,68.0,117000,Diesel,72,0.0,0,2000,3,1115,Low,5.7
648,8000,64.0,116000,Petrol,86,0.0,0,1300,5,1045,Low,5.3
649,9950,58.0,115715,Petrol,110,0.0,0,1600,5,1070,Medium,4.8
650,9450,60.0,115191,CNG,110,,0,1600,4,1079,Medium,5.0
651,7950,68.0,115071,Petrol,110,1.0,0,1600,3,1055,Low,5.7
652,9450,63.0,115000,CNG,110,0.0,0,1600,3,1109,Medium,5.2
653,9950,64.0,114846,,110,1.0,0,1600,5,1075,Medium,5.3
654,6950,65.0,114383,Diesel,90,0.0,0,2000,3,1260,Low,5.4
655,8250,59.0,113700,Petrol,110,1.0,0,1600,5,1065,Low,4.9
656,9950,67.0,113118,Petrol,86,1.0,0,1300,3,1020,Medium,5.6
657,8250,59.0,112827,Petrol,86,1.0,0,1300,5,1040,Low,4.9
658,9950,68.0,112116,Petrol,110,1.0,0,1600,5,1070,Medium,5.7
659,10500,66.0,112000,Petrol,110,1.0,0,1600,3,1065,Medium,5.5
660,7950,62.0,112000,Diesel,72,0.0,0,2000,4,1135,Low,5.2
661,9750,65.0,111769,Petrol,110,0.0,0,1600,3,1065,Medium,5.4
662,9250,61.0,110853,Petrol,110,1.0,0,1600,5,1070,Medium,5.1
663,9500,68.0,110287,Petrol,110,1.0,0,1600,3,1050,Medium,5.7
664,9950,62.0,109547,Petrol,110,,0,1600,5,1075,Medium,5.2
665,7750,63.0,109230,Petrol,110,0.0,0,1600,3,1050,Low,5.2
666,9500,68.0,109150,Petrol,110,0.0,0,1600,5,1075,Medium,5.7
667,9950,67.0,108793,Petrol,110,1.0,0,1600,4,1035,Medium,5.6
668,9750,64.0,106784,Petrol,110,0.0,1,1600,3,1050,Medium,5.3
669,9750,58.0,105942,Petrol,86,0.0,0,1300,5,1040,Medium,4.8
670,5950,59.0,105000,Petrol,86,1.0,0,1300,3,1015,Low,4.9
671,8500,,105000,Petrol,86,0.0,0,1300,5,1040,Medium,
672,8495,68.0,104299,Petrol,110,1.0,0,1600,5,1085,Medium,5.7
673,9250,67.0,104000,Petrol,86,0.0,0,1300,3,1020,Medium,5.6
674,6900,,104000,Petrol,86,1.0,0,1300,3,1015,Low,
675,8950,58.0,103458,Petrol,86,1.0,0,1300,3,1025,Medium,4.8
676,9500,,103400,Petrol,110,1.0,0,1600,5,1075,Medium,
677,9250,63.0,102807,Petrol,86,0.0,0,1300,5,1055,Medium,5.2
678,9895,68.0,102494,Petrol,110,0.0,0,1600,5,1090,Medium,5.7
679,9950,57.0,102300,Diesel,72,1.0,0,2000,5,1135,Medium,4.8
680,7950,61.0,102106,Petrol,110,0.0,0,1600,3,1050,Low,5.1
681,8750,68.0,101889,Petrol,110,1.0,0,1600,5,1075,Medium,5.7
682,8250,57.0,101791,Diesel,72,0.0,0,2000,3,1115,Low,4.8
683,8950,63.0,101469,Petrol,110,1.0,0,1600,3,1065,Medium,5.2
684,8950,68.0,101001,Petrol,110,0.0,0,1600,5,1075,Medium,5.7
685,8950,61.0,100748,Petrol,110,,0,1600,5,1070,Medium,5.1
686,8950,65.0,100550,Petrol,110,1.0,0,1600,5,1075,Medium,5.4
687,9450,67.0,99781,Petrol,110,1.0,0,1600,5,1085,Medium,5.6
688,8950,59.0,98658,Petrol,86,1.0,0,1300,3,1020,Medium,4.9
689,9250,65.0,98500,Petrol,110,,0,1600,5,1075,Medium,5.4
690,8750,64.0,98291,Petrol,86,0.0,0,1300,4,1000,Medium,5.3
691,9950,61.0,97648,Petrol,110,1.0,0,1600,3,1065,Medium,5.1
692,9950,,97425,Petrol,110,1.0,0,1600,5,1075,Medium,
693,9900,65.0,97173,Petrol,86,0.0,0,1300,3,1015,Medium,5.4
694,8950,66.0,97046,Petrol,86,1.0,0,1300,4,1000,Medium,5.5
695,8950,67.0,96000,Petrol,110,1.0,0,1600,3,1050,Medium,5.6
696,12250,,96000,,72,,0,2000,4,1100,High,
697,9250,67.0,95750,Petrol,110,1.0,0,1600,5,1070,Medium,5.6
698,10250,61.0,95147,,110,1.0,0,1600,3,1050,Medium,5.1
699,8950,,95000,,110,0.0,0,1600,3,1050,Medium,
700,7999,65.0,95000,Petrol,110,1.0,0,1600,3,1050,Low,5.4
701,9900,66.0,94606,Petrol,110,0.0,0,1600,3,1065,Medium,5.5
702,8250,63.0,94504,,86,1.0,0,1300,4,1000,Low,5.2
703,10500,65.0,93428,Petrol,110,1.0,0,1600,5,1075,Medium,5.4
704,8450,65.0,93408,,86,0.0,0,1300,3,1015,Low,5.4
705,9900,68.0,93296,Petrol,110,1.0,0,1600,5,1090,Medium,5.7
706,10500,62.0,93098,Petrol,110,1.0,0,1600,5,1075,Medium,5.2
707,8500,67.0,92922,Diesel,72,1.0,0,2000,4,1100,Medium,5.6
708,9500,61.0,92498,Petrol,110,,0,1600,3,1050,Medium,5.1
709,9450,65.0,92226,Petrol,110,0.0,0,1600,3,1065,Medium,5.4
710,9900,,91505,Diesel,72,0.0,0,2000,3,1115,Medium,
711,8250,,91333,Petrol,110,1.0,0,1600,3,1050,Low,
712,8750,,91246,Petrol,86,1.0,0,1300,3,1015,Medium,
